adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,61280,tt0076843,en,The Turning Point,"When her daughter joins a ballet company, a former dancer is forced to confront her long-ago decision to give up the stage to have a family.",1.118538,/g44C44Gyf3tvi4MTqMjsaVQ0nZD.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Hera Productions', 'id': 16192}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/14/1977,0,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The generations change. But the choices remain the same.,The Turning Point,FALSE,6,16
FALSE,,0,"[{'id': 27, 'name': 'Horror'}]",,29107,tt0078077,fr,Les Raisins de la mort,A young woman discovers that the pesticide being sprayed on vineyards is turning people into killer zombies.,1.125715,/AaWsnBy8N7e0Rt4nLBLHWM8dMuR.jpg,"[{'name': 'Films A.B.C.', 'id': 7996}, {'name': 'Off Production', 'id': 9127}, {'name': 'Rush Production', 'id': 17908}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",7/5/1978,0,91,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,"When the wine flows, the terror begins…",The Grapes of Death,FALSE,6.2,18
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,38438,tt0078913,fr,Buffet Froid,"An absurd black comedy that cunningly reverses the conventions of the crime thriller to comment on the alienating and dehumanizing effects of contemporary urban life. Alphonse Tram is unwittingly involved in several murders despite having no memory of committing the crimes. His confusion lead him to confess to his neighbour, Inspector Morvandieu. Alphonse and Morvandieu become the axis around which murders occur.",1.540335,/p0AE0o1A7QT1PNV1eF3nHTy6xvj.jpg,"[{'name': 'Sara Films', 'id': 876}, {'name': 'Antenne-2', 'id': 1117}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",12/19/1979,0,89,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Buffet Froid,FALSE,6.6,28
FALSE,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",,18966,tt0079489,en,Love at First Bite,"Dracula and Renefield relocate to 70's era New York in search of Cindy Sondheim (the reincarnation of Dracula's one true love, Mina Harker). ""Trouble adjusting"" is a wild understatement for the Count as he battles Cindy's psychiatrist, Jeffrey Rosenberg (a descendant of Van Helsing who changed his name for professional reasons?), who may almost certainly, possibly, may be in love with Cindy too.",2.738421,/yb4uCXp9MmoVYLECk8J0FA5WETz.jpg,"[{'name': 'Melvin Simon Productions', 'id': 2124}, {'name': 'American International Pictures (AIP)', 'id': 9266}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/26/1979,43885000,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Your favorite pain in the neck is about to bite your funny bone!,Love at First Bite,FALSE,5.8,30
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,33665,tt0079672,en,Opening Night,An actress suffers an emotional uproar in her personal life after a fan dies trying to see her.,4.692033,/xpbLyEd0XMozYh6hwSuZaw63cFK.jpg,"[{'name': 'Faces Distribution', 'id': 5334}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/22/1977,0,144,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Opening Night,FALSE,7.5,28
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,80310,tt0080419,sv,Barnens ö,Reine is supposed to go to a summercamp called 'Childrens island' but decides to remain in Stockholm over the summer while his mother is working at a hotel. She thinks he is at the camp and he tells her he his. We then follow him around Stockholm that summer and see what he encounter on the path of life.,2.459595,/a7adCavkHcR31sEBkDmwkrWFwX2.jpg,[],[],12/25/1980,0,109,[],Released,,Children's Island,FALSE,6.3,4
FALSE,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",,64353,tt0081874,en,The Hitch Hikers Guide to the Galaxy,"An Earth Man and his alien friend escape an exploding Earth, and set forth on an odd adventure across the universe with a known fugitive. Based on the book by Douglas Adams, the dialog follows the book closely. This was originally a 6-part series from the BBC",2.442825,/9DtyE0sNkeStBBp4uZWUysq8GHm.jpg,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2/9/1981,0,150,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Don't Panic,The Hitch Hikers Guide to the Galaxy,FALSE,7.2,41
FALSE,,0,[],,149645,tt0083480,en,Smiley's People,"Called out of retirement to settle the affairs of a friend, Smiley finds his old organization, the Circus, so overwhelmed by political considerations that it doesn't want to know what happened. He begins to follow up the clues of his friends past days, discovering that the clues lead to a high person in the Russian Secret service, and a secret important enough to kill for. Smiley continues to put together the pieces a step ahead or a step behind the Russian killers",1.809791,/9aZHmfej87UCITrjpG0hCXYFbdc.jpg,[],[],9/20/1982,0,360,[],Released,,Smiley's People,FALSE,8,12
FALSE,,0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",,7012,tt0085404,en,The Day After,"The film portrays a fictional nuclear war between NATO forces and the Warsaw Pact that rapidly escalates into a full scale exchange between the United States and the Soviet Union, focusing on the residents of Lawrence, Kansas, and Kansas City, Missouri, as well as several family farms situated next to nearby nuclear missile silos.",10.099175,/jlf2Bdy9F23aYPyyrBQzpHcRMp5.jpg,"[{'name': 'ABC Circle Films', 'id': 2166}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/20/1983,0,127,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The end of the familiar. The beginning of the end.,The Day After,FALSE,6.7,97
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",,32689,tt0086153,fr,Prénom Carmen,"The protagonist is Carmen X, a female member of a terrorist gang. She asks her uncle Jean, a washed-up film director if she can borrow his beachside house to make a film with some friends, but they are in fact planning to rob a bank. During the robbery she falls in love with a security guard. The film intercuts between Carmen's escape with the guard, her uncle's attempt to make a comeback film, and a string quartet attempting to perform Beethoven.",2.094005,/dWtwyMi5o2bXholFiS4sYPOJX9Z.jpg,"[{'name': 'Films A2', 'id': 875}, {'name': 'Sara Films', 'id': 876}, {'name': 'JLG Films', 'id': 22811}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",9/4/1983,0,85,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,First Name: Carmen,FALSE,7.1,16
FALSE,,10000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.rumblefishdvd.com/,232,tt0086216,en,Rumble Fish,"Rusty James, an absent-minded street thug struggles to live up to his legendary older brother's reputation, and longs for the days when gang warfare was going on.",8.20519,/pwXuTYNhKucg40HzEhUQDpm2FQm.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/20/1983,2494480,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Rusty James can't live up to his brother's reputation. His brother can't live it down.,Rumble Fish,FALSE,6.8,141
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,12633,tt0086356,en,The Star Chamber,"Disgusted with criminals escaping the judicial system via technicalities, an idealistic young judge investigates an alternative method for punishing the guilty.",5.838449,/kBXvrwS0gptAVZ8JkVFVylPxJh8.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Frank Yablans Presentations', 'id': 4988}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/5/1983,0,109,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Someone has hidden justice within the law. Now justice is breaking out.,The Star Chamber,FALSE,5.6,39
FALSE,,10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,15301,tt0086491,en,Twilight Zone: The Movie,"Four directors collaborated to remake four episodes of the popular television series 'The Twilight Zone' for this movie. The episodes are updated slightly and in color (the television show was in black-and-white), but very true to the originals, where eerie and disturbing situations gradually spin out of control. ""A Quality of Mercy"", ""Kick the Can"", ""It's a Good Life"", and ""Nightmare at 20,000 Feet"".",5.836054,/hLcKs6evdDddVrvbYUCZ9vtKWfT.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/24/1983,29450919,101,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]",Released,"You're travelling through another dimension. A dimension, not only of sight and sound, but of mind. A journey into a wondrous land whose boundaries are that of imagination. Next stop, the Twilight Zone!",Twilight Zone: The Movie,FALSE,6.2,164
FALSE,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",,29140,tt0086543,nl,De vierde man,"An alcoholic writer begins having visions apparently warning him of impending danger. After he delivers a lecture, he begins an affair with a woman from the audience. The visions intensify, however, and begin to threaten his relationship with the woman, since it may be her the visions are warning against.",3.034972,/hn0gqb6JUKPcXOhb8FZBl2LYMAP.jpg,"[{'name': 'Rob Houwer Productions', 'id': 9331}, {'name': 'Verenigde Nederlandsche Filmcompagnie (VNF)', 'id': 23968}]","[{'iso_3166_1': 'NL', 'name': 'Netherlands'}]",3/23/1983,0,102,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,,The Fourth Man,FALSE,6.8,32
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",,11609,tt0086618,en,Yellowbeard,"For years Yellowbeard had looted the Spanish Main, making men eat their lips and swallow their hearts. Caught and convicted for tax evasion, he's sentenced to 20 years in St. Victim's Prison for the Extremely Naughty. In a scheme to confiscate his fabulous treasure, the Royal Navy allows him to escape and follows him, where saucy tarts, lisping demigods and some awful puns and punishments await.",9.290415,/8VWBX8GH5z23IsMsu0eTkG42fL9.jpg,"[{'name': 'Hemdale Film Corporation', 'id': 469}, {'name': 'Yellowbeard Associates', 'id': 16599}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",6/24/1983,4300000,96,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,A Shipload of Laughs.,Yellowbeard,FALSE,5.7,44
FALSE,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",,9041,tt0086655,fr,L'Été meurtrier,"In spring 1976, a 19-year-old beauty, her German-born mother, and her crippled father move to the town of a firefighter nicknamed Pin-Pon. Everyone notices the provocative Eliane. She singles out Pin-Pon and soon is crying on his shoulder (she's myopic and hates her reputation as a dunce and as easy); she moves in with him, knits baby clothes, and plans their wedding. Is this love or some kind of plot? She asks Pin-Pon's mother and aunt about the piano in the barn: who delivered it on a November night in 1955? Why does she want to know, and what does it have to do with her mother's sorrows, her father's injury, this quick marriage, and the last name on her birth certificate?",1.786832,/xdwk5bEuNI29Ot0gkJlNtkPwH4Q.jpg,"[{'name': 'TF1 Films Productions', 'id': 356}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",5/11/1983,0,130,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,One Deadly Summer,FALSE,7.1,28
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10770, 'name': 'TV Movie'}]",,13189,tt0087056,en,A Christmas Carol,An old bitter miser who makes excuses for his uncaring nature learns real compassion when three ghosts visit him on Christmas Eve.,7.199078,/qONlc5mCqtO9jlMKFd1wdEeiDsC.jpg,"[{'name': 'Entertainment Partners Ltd.', 'id': 4015}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",12/17/1984,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A new powerful presentation of the most loved ghost story of all time!,A Christmas Carol,FALSE,7.1,42
FALSE,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}]",,48677,tt0087065,en,Cloak & Dagger,"11-year-old Davey's mother is dead and his father doesn't spend nearly enough time with him. So the boy loses himself in video games--and even has an imaginary friend, a super-resourceful secret agent. When he accidentally comes into possession of a spy group's secret plans, and winds up on the run from them, he must learn to rely on himself and his imaginary pal to save his skin. But, in the end, Dad proves to be his real hero.",9.735023,/8dmtQGw1IHbs8V93EWrfbwtLgi6.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/10/1984,0,101,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You can cry 'wolf' once too often!,Cloak & Dagger,FALSE,6.2,40
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,108241,tt0087789,en,Next of Kin,"Twenty-three-year old Peter Foster is an only child who lives at home, where he constantly hears his parents arguing. Because Peter does nothing all day, the family goes to a clinic where a therapist videotapes them. After Peter watches his tape, he views the tape of a troubled Armenian family, who gave their only son away for adoption when they arrived in Canada. Peter decides to visit this family, and he pretends to be their son, Bedros Deryan. The Deryan family welcomes him with open arms, and Peter tries to patch up the poor relationship between George Deryan and his daughter Azah. Written by Will Gilbert",1.046297,/fYtIYPpBvovrTg6oVVnQgHD7MPl.jpg,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",11/30/1984,0,70,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Next of Kin,FALSE,5.1,6
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",,33138,tt0088275,en,The Times of Harvey Milk,"A true twentieth-century trailblazer, Harvey Milk was an outspoken human rights activist and one of the first openly gay U.S. politicians elected to public office; even after his assassination in 1978, he continues to inspire disenfranchised people around the world. One of the first feature documentaries to address gay life in America, The Times of Harvey Milk is a work of advocacy itself, bringing Milk’s message of hope and equality to a wider audience. This exhilarating trove of original documentary material and archival footage is as much a vivid portrait of a time and place as a testament to the legacy of a political visionary.",2.496262,/6vAAcRmJiUmcmufSk8bn2zVbZJs.jpg,"[{'name': 'UCLA School of Film and Television', 'id': 10250}, {'name': 'black sand productions', 'id': 88014}, {'name': 'pacific arts', 'id': 88015}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/7/1984,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"He was powerful, charismatic, compassionate and gay. After eleven months in office he was assassinated.",The Times of Harvey Milk,FALSE,7.1,26
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,12615,tt0089006,en,Death of a Salesman,"Salesman Willy Loman is in a crisis. He's about to lose his job, he can't pay his bills, and his sons Biff and Happy don't respect him and can't seem to live up to their potential. He wonders what went wrong and how he can make things up to his family.",3.815502,/yfEMKlSHSIcoAx9jNEJoMBLRCzb.jpg,"[{'name': 'Roxbury Productions', 'id': 1545}, {'name': 'Punch Productions', 'id': 2154}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/16/1985,0,130,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Death of a Salesman,FALSE,5.9,33
FALSE,"{'id': 269098, 'name': 'Police Story Collection', 'poster_path': '/zF4gP4w1xxM7jDKLjTDK3ixkkms.jpg', 'backdrop_path': '/5qbfJzkMAUkFxcVo0dqnTRmpUoh.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,9056,tt0089374,cn,警察故事,A virtuous Hong Kong police officer must clear his name after he is framed for murder.,6.489294,/cNPhRNapWj2TnVgxW3CyspbLh37.jpg,"[{'name': 'Golden Way Films Ltd.', 'id': 3054}, {'name': 'Paragon Films Ltd.', 'id': 3055}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",12/14/1985,0,101,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]",Released,"You may know the name, but the game has changed.",Police Story,FALSE,7.3,128
FALSE,,5000000,"[{'id': 18, 'name': 'Drama'}]",,27064,tt0089603,en,Mishima: A Life in Four Chapters,"A fictional account of the life of Japanese author Yukio Mishima told in four parts. The first three parts relate events in three of his novels: The temple of the Golden Pavilion, Kyoko's House, and Ranaway Horses. The last part depicts the events of 25th November 1970.",8.591834,/r49kvu9FKPbgXgFp4EB1CwPCnPj.jpg,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'American Zoetrope', 'id': 70}, {'name': 'Tristone Entertainment Inc.', 'id': 38100}, {'name': 'M Company', 'id': 84815}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",5/15/1985,502758,121,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Mishima: A Life in Four Chapters,FALSE,7.7,37
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",,31600,tt0090130,en,Target,A Texan with a secret past (Gene Hackman) searches Europe with his son (Matt Dillon) after the KGB kidnaps his wife (Gayle Hunnicutt).,1.715126,/f3X47mxnA03CqCY4ehChRCzBf5Q.jpg,"[{'name': 'CBS Productions', 'id': 2161}, {'name': 'CBS Entertainment Productions', 'id': 3902}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/8/1985,0,117,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,"Nothing exciting ever happened in Chris' family. But within 48 hours, his mother will be kidnapped, His father will be forced to reveal a secret past and he will find himself at the center of an adventure he never dreamed could happen to him.",Target,FALSE,6.3,20
FALSE,"{'id': 74083, 'name': 'Flodder Collection', 'poster_path': '/zLQ3Yc32F6BXAsffHqUFDHWokoe.jpg', 'backdrop_path': '/ratYEDKH8Ev8xe597rPxmwe1omh.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}]",,10570,tt0091060,fr,Flodder,A low-class a-social family ends up in a rich upper-class neighborhood and causes all sorts of trouble.,6.702844,/ykvRQ2x34pPhm5vJr7MtaPqTgaK.jpg,"[{'name': 'First Floor Features', 'id': 938}]","[{'iso_3166_1': 'NL', 'name': 'Netherlands'}]",12/17/1986,0,111,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,,Flodder,FALSE,6.6,32
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,24657,tt0091670,sv,Offret,"Alexander, a journalist, philosopher and retired actor, celebrates a birthday with friends and family when it is announced that nuclear war has begun.",5.001997,/odrDjWF4LESn2tJXukmKRWyi1Vf.jpg,"[{'name': 'Argos Films', 'id': 6116}, {'name': 'Svenska Filminstitutet (SFI)', 'id': 7446}, {'name': 'Film Four International', 'id': 9210}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",5/14/1986,300653,149,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,The Sacrifice,FALSE,7.2,87
FALSE,,25000000,"[{'id': 878, 'name': 'Science Fiction'}]",,36677,tt0091981,en,Solarbabies,"In a future in which most water has disappeared from the Earth, we find a group of children, mostly teenagers, who are living at an orphanage, run by the despotic rulers of the new Earth. The group in question plays a hockey based game on roller skates and is quite good. It has given them a unity that transcends the attempts to bring them to heel by the government. Finding an orb of special power, they find it has unusual effects on them. They escape from the orphanage (on skates) and try to cross the wasteland looking for a place they can live free as the storm-troopers search for them and the orb.",1.278665,/biQozy811d1eBkeItu4mAJVzQe9.jpg,"[{'name': 'Brooksfilms', 'id': 5612}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/26/1986,1579260,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Who will rule the future?,Solarbabies,FALSE,5.1,12
FALSE,"{'id': 99635, 'name': 'A Better Tomorrow Collection', 'poster_path': '/b7UQJjwIXLtKejp5FvspTqRh9VP.jpg', 'backdrop_path': '/mLtlXvBFG6Q2BZHkeciWO3BYfhH.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,11471,tt0092263,cn,英雄本色,"A reforming ex-gangster tries to reconcile with his estranged policeman brother, but the ties to his former gang are difficult to break.",9.488593,/vAhUCI5s9qT6dkWHudjfxnKdQYj.jpg,"[{'name': 'Cinema City Company Limited', 'id': 76530}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",8/2/1986,4469460,95,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,Are the police above the law? I'll send my insurance claim to you.,A Better Tomorrow,FALSE,7.3,102
FALSE,"{'id': 9046, 'name': 'A Chinese Ghost Story Collection', 'poster_path': '/bl6n97qDEtJrIJqvp3lD5clcApe.jpg', 'backdrop_path': '/nIXjmTi2ePJyFf2nDngGsWOX7TP.jpg'}",0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",,30421,tt0093978,cn,倩女幽魂,"Ning Tsai-Shen, a humble tax collector, arrives in a small town to carry out his work. No one is willing to give him shelter for the night, so he ends up in the haunted Lan Ro temple. There, he meets Taoist Swordsman Yen Che-Hsia, and the beautiful Nieh Hsiao-Tsing, with whom he falls in love.",7.792253,/uoDXdvm4fKe02jffuSxg4xfHfjQ.jpg,"[{'name': 'Cinema City', 'id': 13660}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",7/18/1987,0,98,"[{'iso_639_1': 'zh', 'name': '普通话'}]",Released,,A Chinese Ghost Story,FALSE,7.2,59
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,8677,tt0094791,en,The Bourne Identity,"An unconscious man is washed ashore on the beach of a small French village during a heavy storm. A retired doctor takes care of the unconscious stranger. When the mysterious man recovers, he can't remember a thing...he does not know his name, he does not know where his flashback memories come from, and he does not know why the access code for an anonymous Swiss bank account is implanted in his thigh. As he seeks his own identity, things quickly become dangerous. There are attempts to kill him, he is well known in first class hotels across Europe, and worst of all, there are strange similarities between his memories and reported actions of the notorious terrorist, Carlos the Jackal.",1.723682,/1VDOecnTdsAFx15lzhTL0J9TCgb.jpg,"[{'name': 'Warner Bros. Television', 'id': 1957}, {'name': 'Alan Shayne Productions', 'id': 2518}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/8/1988,0,180,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,The Bourne Identity,FALSE,6.1,28
FALSE,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",,26369,tt0094834,en,Cannibal Women in the Avocado Jungle of Death,"The U.S. government, eager to protect the nation's avacado supplies, recruits feminist professor Margo Hunt to make contact with the Piranha Women, an all-female tribe who believe men are only good as a source of food. Accompanying Dr. Hunt on her trip are Jim, a guide of questionable competence, and Bunny, a student of unquestionable incompetence.",0.807143,/jp8Rc26CfzhUUUkkKSWYYa0ef74.jpg,"[{'name': 'Beyond Infinity', 'id': 5126}, {'name': 'Gaucamolle Pictures', 'id': 8443}, {'name': 'Phantom Productions', 'id': 8444}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/15/1989,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,These women are serious about their taste in men.,Cannibal Women in the Avocado Jungle of Death,FALSE,4.4,12
FALSE,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,38695,tt0097904,en,Monsieur Hire,"A French man spies on a lovely younger woman across the way. When he's spotted by the woman shortly after being questioned by the police about a local murder, the man simple life becomes more complicated.",1.561092,/sK2enYsNuQwSbXZpXmMlLULxxJ9.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",5/24/1989,0,81,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Monsieur Hire,FALSE,7.2,29
FALSE,,0,"[{'id': 80, 'name': 'Crime'}]",,119324,tt0098898,en,Prime Suspect,A female police detective investigates a series of serial murders while dealing with sexist hostility from her male comrades.,2.104104,/tF2XoKoDWLqXFmqh9eM0g6vNFdr.jpg,"[{'name': 'Granada Television', 'id': 14063}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",4/7/1991,0,206,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Prime Suspect,FALSE,7.5,19
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 36, 'name': 'History'}]",,21344,tt0099951,en,The Krays,"The Krays is a film based on the lives and crimes of the British gangsters Ronald and Reginald Kray, twins who are often referred to as The Krays and were active in London in the 1960s.",2.545697,/1FPqVdLNjz2lc25r76MoRLXXJcA.jpg,"[{'name': 'Fugitive Features', 'id': 1625}, {'name': 'Parkfield Entertainment', 'id': 3956}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",4/27/1990,0,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,When people are afraid of you... you can do anything. Remember that.,The Krays,FALSE,5.6,34
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",,31597,tt0100224,en,Narrow Margin,"A Los Angeles District Attorney (Gene Hackman) is attempting to take an unwilling murder witness (Anne Archer) back to the United States from Canada to testify against a top-level mob boss. Frantically attempting to escape two deadly hit men sent to silence her, they board a Vancouver-bound train only to find the killers are on board with them. For the next 20 hours, as the train hurls through the beautiful but isolated Canadian wilderness, a deadly game of cat and mouse ensues in which their ability to tell friend from foe is a matter of life and death.",9.382971,/uwopQ6gDXgdmgYZvhm5fNygzJCF.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'Carolco Pictures', 'id': 14723}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/21/1990,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It will take you to the edge of suspense.,Narrow Margin,FALSE,5.6,30
